ekpy_heading
initial_delay:::5e-5
pulse_delay:::5e-6
freq:::10
voltage:::1
capacitor_area:::4e-8
thickness:::10e-9
permittivity:::30
amplification:::8
format:::0
type:::0
points:::995
count:::1
x_increment:::4.72e-07
x_origin:::2.71050543e-20
x_reference:::0
y_increment:::0.010050250217318535
y_origin:::0.0
y_reference:::0
trial:::0
filename:::fe_pv__3.csv
ekpy_heading_complete
time_v,wfm_v,time_c,wfm_c
2.6432000000000027e-05,-0.010050250217318535,2.6432000000000027e-05,0.0
2.6904000000000026e-05,-0.010050250217318535,2.6904000000000026e-05,-0.010050250217318535
2.7376000000000027e-05,-0.010050250217318535,2.7376000000000027e-05,0.0
2.7848000000000025e-05,-0.010050250217318535,2.7848000000000025e-05,0.0
2.8320000000000027e-05,-0.010050250217318535,2.8320000000000027e-05,0.0
2.8792000000000025e-05,-0.010050250217318535,2.8792000000000025e-05,0.0
2.9264000000000027e-05,0.0,2.9264000000000027e-05,-0.010050250217318535
2.9736000000000025e-05,0.0,2.9736000000000025e-05,0.0
3.0208000000000027e-05,-0.010050250217318535,3.0208000000000027e-05,-0.010050250217318535
3.0680000000000025e-05,-0.010050250217318535,3.0680000000000025e-05,0.0
3.115200000000003e-05,-0.02010050043463707,3.115200000000003e-05,0.0
3.162400000000003e-05,-0.010050250217318535,3.162400000000003e-05,0.0
3.2096000000000026e-05,-0.010050250217318535,3.2096000000000026e-05,-0.010050250217318535
3.2568000000000024e-05,-0.010050250217318535,3.2568000000000024e-05,-0.010050250217318535
3.304000000000003e-05,-0.010050250217318535,3.304000000000003e-05,0.0
3.351200000000003e-05,-0.010050250217318535,3.351200000000003e-05,-0.010050250217318535
3.3984000000000026e-05,-0.010050250217318535,3.3984000000000026e-05,0.0
3.4456000000000024e-05,-0.010050250217318535,3.4456000000000024e-05,0.0
3.492800000000003e-05,-0.010050250217318535,3.492800000000003e-05,-0.010050250217318535
3.540000000000003e-05,0.0,3.540000000000003e-05,0.0
3.5872000000000025e-05,-0.010050250217318535,3.5872000000000025e-05,-0.010050250217318535
3.634400000000002e-05,-0.010050250217318535,3.634400000000002e-05,0.0
3.681600000000003e-05,-0.010050250217318535,3.681600000000003e-05,0.0
3.7288000000000027e-05,0.0,3.7288000000000027e-05,0.0
3.7760000000000025e-05,0.0,3.7760000000000025e-05,-0.010050250217318535
3.823200000000003e-05,-0.010050250217318535,3.823200000000003e-05,0.0
3.870400000000003e-05,-0.02010050043463707,3.870400000000003e-05,-0.010050250217318535
3.9176000000000026e-05,-0.010050250217318535,3.9176000000000026e-05,0.0
3.9648000000000024e-05,0.0,3.9648000000000024e-05,-0.010050250217318535
4.012000000000003e-05,-0.010050250217318535,4.012000000000003e-05,-0.010050250217318535
4.059200000000003e-05,-0.010050250217318535,4.059200000000003e-05,0.0
4.1064000000000026e-05,-0.010050250217318535,4.1064000000000026e-05,0.0
4.1536000000000024e-05,-0.010050250217318535,4.1536000000000024e-05,0.0
4.200800000000003e-05,-0.010050250217318535,4.200800000000003e-05,-0.010050250217318535
4.248000000000003e-05,-0.010050250217318535,4.248000000000003e-05,-0.010050250217318535
4.2952000000000025e-05,0.0,4.2952000000000025e-05,-0.010050250217318535
4.342400000000002e-05,-0.010050250217318535,4.342400000000002e-05,0.0
4.389600000000003e-05,-0.010050250217318535,4.389600000000003e-05,-0.010050250217318535
4.4368000000000027e-05,-0.010050250217318535,4.4368000000000027e-05,-0.010050250217318535
4.4840000000000025e-05,0.0,4.4840000000000025e-05,-0.010050250217318535
4.531200000000003e-05,-0.02010050043463707,4.531200000000003e-05,0.0
4.578400000000003e-05,0.0,4.578400000000003e-05,0.0
4.6256000000000026e-05,-0.010050250217318535,4.6256000000000026e-05,-0.010050250217318535
4.6728000000000024e-05,0.0,4.6728000000000024e-05,0.0
4.720000000000003e-05,0.0,4.720000000000003e-05,-0.010050250217318535
4.767200000000003e-05,-0.010050250217318535,4.767200000000003e-05,-0.010050250217318535
4.8144000000000026e-05,0.0,4.8144000000000026e-05,-0.010050250217318535
4.8616000000000024e-05,-0.010050250217318535,4.8616000000000024e-05,-0.010050250217318535
4.908800000000003e-05,-0.010050250217318535,4.908800000000003e-05,0.010050250217318535
4.956000000000003e-05,-0.010050250217318535,4.956000000000003e-05,-0.010050250217318535
5.0032000000000025e-05,-0.010050250217318535,5.0032000000000025e-05,0.0
5.050400000000002e-05,0.010050250217318535,5.050400000000002e-05,-0.010050250217318535
5.097600000000003e-05,0.030150750651955605,5.097600000000003e-05,-0.010050250217318535
5.1448000000000026e-05,0.04020100086927414,5.1448000000000026e-05,-0.010050250217318535
5.1920000000000025e-05,0.08040200173854828,5.1920000000000025e-05,0.0
5.239200000000002e-05,0.08040200173854828,5.239200000000002e-05,0.0
5.286400000000003e-05,0.11055275239050388,5.286400000000003e-05,0.0
5.3336000000000026e-05,0.12060300260782242,5.3336000000000026e-05,-0.010050250217318535
5.3808000000000024e-05,0.13065325282514095,5.3808000000000024e-05,0.0
5.428000000000003e-05,0.16080400347709656,5.428000000000003e-05,-0.010050250217318535
5.475200000000003e-05,0.1708542536944151,5.475200000000003e-05,0.0
5.5224000000000026e-05,0.2010050043463707,5.5224000000000026e-05,-0.010050250217318535
5.5696000000000024e-05,0.22110550478100777,5.5696000000000024e-05,-0.010050250217318535
5.616800000000003e-05,0.2311557549983263,5.616800000000003e-05,-0.010050250217318535
5.664000000000003e-05,0.25125625543296337,5.664000000000003e-05,0.0
5.7112000000000025e-05,0.27135675586760044,5.7112000000000025e-05,-0.010050250217318535
5.758400000000002e-05,0.2914572563022375,5.758400000000002e-05,-0.010050250217318535
5.805600000000003e-05,0.3115577567368746,5.805600000000003e-05,-0.010050250217318535
5.8528000000000026e-05,0.33165825717151165,5.8528000000000026e-05,0.0
5.9000000000000025e-05,0.3517587576061487,5.9000000000000025e-05,0.0
5.947200000000002e-05,0.3718592580407858,5.947200000000002e-05,-0.010050250217318535
5.994400000000003e-05,0.3819095082581043,5.994400000000003e-05,-0.010050250217318535
6.0416000000000026e-05,0.4020100086927414,6.0416000000000026e-05,-0.010050250217318535
6.0888000000000024e-05,0.432160759344697,6.0888000000000024e-05,-0.010050250217318535
6.136000000000002e-05,0.44221100956201553,6.136000000000002e-05,-0.010050250217318535
6.183200000000003e-05,0.4623115099966526,6.183200000000003e-05,0.0
6.230400000000003e-05,0.4824120104312897,6.230400000000003e-05,-0.010050250217318535
6.277600000000002e-05,0.4924622606486082,6.277600000000002e-05,-0.010050250217318535
6.324800000000003e-05,0.5226130113005638,6.324800000000003e-05,-0.010050250217318535
6.372000000000002e-05,0.5226130113005638,6.372000000000002e-05,0.0
6.419200000000003e-05,0.5527637619525194,6.419200000000003e-05,-0.010050250217318535
6.466400000000003e-05,0.5728642623871565,6.466400000000003e-05,0.0
6.513600000000002e-05,0.5929647628217936,6.513600000000002e-05,-0.010050250217318535
6.560800000000003e-05,0.6130652632564306,6.560800000000003e-05,-0.010050250217318535
6.608000000000003e-05,0.6331657636910677,6.608000000000003e-05,-0.010050250217318535
6.655200000000002e-05,0.6432160139083862,6.655200000000002e-05,0.0
6.702400000000003e-05,0.6633165143430233,6.702400000000003e-05,-0.010050250217318535
6.749600000000002e-05,0.6934672649949789,6.749600000000002e-05,-0.010050250217318535
6.796800000000002e-05,0.7035175152122974,6.796800000000002e-05,-0.010050250217318535
6.844000000000003e-05,0.733668265864253,6.844000000000003e-05,-0.010050250217318535
6.891200000000002e-05,0.733668265864253,6.891200000000002e-05,0.0
6.938400000000003e-05,0.7638190165162086,6.938400000000003e-05,-0.010050250217318535
6.985600000000003e-05,0.7839195169508457,6.985600000000003e-05,-0.010050250217318535
7.032800000000002e-05,0.7939697671681643,7.032800000000002e-05,0.010050250217318535
7.080000000000003e-05,0.8241205178201199,7.080000000000003e-05,-0.02010050043463707
7.127200000000003e-05,0.8341707680374384,7.127200000000003e-05,-0.010050250217318535
7.174400000000002e-05,0.8542712684720755,7.174400000000002e-05,-0.010050250217318535
7.221600000000003e-05,0.8743717689067125,7.221600000000003e-05,-0.010050250217318535
7.268800000000002e-05,0.8944722693413496,7.268800000000002e-05,-0.010050250217318535
7.316000000000002e-05,0.9145727697759867,7.316000000000002e-05,-0.010050250217318535
7.363200000000003e-05,0.9246230199933052,7.363200000000003e-05,-0.010050250217318535
7.410400000000002e-05,0.9447235204279423,7.410400000000002e-05,-0.02010050043463707
7.457600000000003e-05,0.9648240208625793,7.457600000000003e-05,-0.010050250217318535
7.504800000000003e-05,0.9748742710798979,7.504800000000003e-05,0.0
7.552000000000002e-05,0.9547737706452608,7.552000000000002e-05,0.0
7.599200000000003e-05,0.9447235204279423,7.599200000000003e-05,-0.010050250217318535
7.646400000000003e-05,0.9246230199933052,7.646400000000003e-05,0.0
7.693600000000002e-05,0.9145727697759867,7.693600000000002e-05,-0.010050250217318535
7.740800000000003e-05,0.8944722693413496,7.740800000000003e-05,-0.010050250217318535
7.788000000000002e-05,0.8743717689067125,7.788000000000002e-05,-0.010050250217318535
7.835200000000003e-05,0.8542712684720755,7.835200000000003e-05,-0.010050250217318535
7.882400000000003e-05,0.8341707680374384,7.882400000000003e-05,0.0
7.929600000000002e-05,0.8241205178201199,7.929600000000002e-05,0.0
7.976800000000003e-05,0.7939697671681643,7.976800000000003e-05,0.0
8.024000000000003e-05,0.7738692667335272,8.024000000000003e-05,-0.010050250217318535
8.071200000000002e-05,0.7638190165162086,8.071200000000002e-05,-0.010050250217318535
8.118400000000003e-05,0.7437185160815716,8.118400000000003e-05,-0.010050250217318535
8.165600000000002e-05,0.733668265864253,8.165600000000002e-05,0.0
8.212800000000002e-05,0.7035175152122974,8.212800000000002e-05,0.0
8.260000000000003e-05,0.6934672649949789,8.260000000000003e-05,-0.010050250217318535
8.307200000000002e-05,0.6733667645603418,8.307200000000002e-05,-0.010050250217318535
8.354400000000003e-05,0.6532662641257048,8.354400000000003e-05,0.0
8.401600000000003e-05,0.6331657636910677,8.401600000000003e-05,-0.010050250217318535
8.448800000000002e-05,0.6130652632564306,8.448800000000002e-05,0.0
8.496000000000003e-05,0.6030150130391121,8.496000000000003e-05,0.0
8.543200000000003e-05,0.5728642623871565,8.543200000000003e-05,0.0
8.590400000000002e-05,0.562814012169838,8.590400000000002e-05,0.0
8.637600000000003e-05,0.5226130113005638,8.637600000000003e-05,-0.010050250217318535
8.684800000000002e-05,0.5226130113005638,8.684800000000002e-05,-0.010050250217318535
8.732000000000002e-05,0.4924622606486082,8.732000000000002e-05,0.0
8.779200000000003e-05,0.4924622606486082,8.779200000000003e-05,-0.010050250217318535
8.826400000000002e-05,0.4623115099966526,8.826400000000002e-05,0.0
8.873600000000003e-05,0.44221100956201553,8.873600000000003e-05,-0.010050250217318535
8.920800000000003e-05,0.432160759344697,8.920800000000003e-05,-0.010050250217318535
8.968000000000002e-05,0.4020100086927414,8.968000000000002e-05,-0.010050250217318535
9.015200000000003e-05,0.39195975847542286,9.015200000000003e-05,-0.010050250217318535
9.062400000000003e-05,0.3718592580407858,9.062400000000003e-05,0.0
9.109600000000002e-05,0.3517587576061487,9.109600000000002e-05,-0.010050250217318535
9.156800000000003e-05,0.3216080069541931,9.156800000000003e-05,0.0
9.204000000000002e-05,0.3115577567368746,9.204000000000002e-05,-0.010050250217318535
9.251200000000002e-05,0.2914572563022375,9.251200000000002e-05,0.0
9.298400000000003e-05,0.27135675586760044,9.298400000000003e-05,0.0
9.345600000000002e-05,0.25125625543296337,9.345600000000002e-05,0.0
9.392800000000003e-05,0.24120600521564484,9.392800000000003e-05,0.0
9.440000000000003e-05,0.22110550478100777,9.440000000000003e-05,-0.010050250217318535
9.487200000000002e-05,0.2010050043463707,9.487200000000002e-05,0.0
9.534400000000003e-05,0.18090450391173363,9.534400000000003e-05,0.0
9.581600000000002e-05,0.16080400347709656,9.581600000000002e-05,-0.010050250217318535
9.628800000000002e-05,0.15075375325977802,9.628800000000002e-05,0.0
9.676000000000003e-05,0.12060300260782242,9.676000000000003e-05,0.0
9.723200000000002e-05,0.11055275239050388,9.723200000000002e-05,0.0
9.770400000000003e-05,0.08040200173854828,9.770400000000003e-05,-0.010050250217318535
9.817600000000003e-05,0.07035175152122974,9.817600000000003e-05,-0.010050250217318535
9.864800000000002e-05,0.050251251086592674,9.864800000000002e-05,-0.010050250217318535
9.912000000000003e-05,0.030150750651955605,9.912000000000003e-05,0.0
9.959200000000003e-05,0.010050250217318535,9.959200000000003e-05,-0.010050250217318535
0.00010006400000000002,-0.010050250217318535,0.00010006400000000002,-0.010050250217318535
0.00010053600000000003,-0.030150750651955605,0.00010053600000000003,-0.010050250217318535
0.00010100800000000002,-0.04020100086927414,0.00010100800000000002,-0.010050250217318535
0.00010148000000000002,-0.06030150130391121,0.00010148000000000002,0.0
0.00010195200000000003,-0.08040200173854828,0.00010195200000000003,0.0
0.00010242400000000002,-0.10050250217318535,0.00010242400000000002,0.0
0.00010289600000000003,-0.13065325282514095,0.00010289600000000003,0.0
0.00010336800000000003,-0.1407035030424595,0.00010336800000000003,-0.010050250217318535
0.00010384000000000002,-0.16080400347709656,0.00010384000000000002,0.0
0.00010431200000000003,-0.18090450391173363,0.00010431200000000003,0.0
0.00010478400000000002,-0.2010050043463707,0.00010478400000000002,0.0
0.00010525600000000002,-0.21105525456368923,0.00010525600000000002,0.0
0.00010572800000000003,-0.24120600521564484,0.00010572800000000003,-0.010050250217318535
0.00010620000000000002,-0.25125625543296337,0.00010620000000000002,0.0
0.00010667200000000002,-0.281407006084919,0.00010667200000000002,0.0
0.00010714400000000003,-0.2914572563022375,0.00010714400000000003,-0.010050250217318535
0.00010761600000000002,-0.3115577567368746,0.00010761600000000002,0.0
0.00010808800000000003,-0.33165825717151165,0.00010808800000000003,-0.010050250217318535
0.00010856000000000003,-0.3517587576061487,0.00010856000000000003,-0.010050250217318535
0.00010903200000000002,-0.3718592580407858,0.00010903200000000002,-0.010050250217318535
0.00010950400000000003,-0.39195975847542286,0.00010950400000000003,-0.010050250217318535
0.00010997600000000002,-0.4020100086927414,0.00010997600000000002,-0.010050250217318535
0.00011044800000000002,-0.42211050912737846,0.00011044800000000002,-0.010050250217318535
0.00011092000000000003,-0.44221100956201553,0.00011092000000000003,0.010050250217318535
0.00011139200000000002,-0.4623115099966526,0.00011139200000000002,-0.010050250217318535
0.00011186400000000003,-0.4824120104312897,0.00011186400000000003,0.0
0.00011233600000000003,-0.4924622606486082,0.00011233600000000003,0.0
0.00011280800000000002,-0.5226130113005638,0.00011280800000000002,-0.010050250217318535
0.00011328000000000003,-0.5427135117352009,0.00011328000000000003,-0.010050250217318535
0.00011375200000000003,-0.5527637619525194,0.00011375200000000003,-0.010050250217318535
0.00011422400000000002,-0.5728642623871565,0.00011422400000000002,-0.010050250217318535
0.00011469600000000003,-0.5929647628217936,0.00011469600000000003,0.0
0.00011516800000000002,-0.6231155134737492,0.00011516800000000002,0.0
0.00011564000000000002,-0.6231155134737492,0.00011564000000000002,0.0
0.00011611200000000003,-0.6532662641257048,0.00011611200000000003,0.0
0.00011658400000000002,-0.6633165143430233,0.00011658400000000002,-0.010050250217318535
0.00011705600000000003,-0.6934672649949789,0.00011705600000000003,-0.010050250217318535
0.00011752800000000003,-0.7035175152122974,0.00011752800000000003,0.0
0.00011800000000000002,-0.7236180156469345,0.00011800000000000002,0.0
0.00011847200000000003,-0.7437185160815716,0.00011847200000000003,0.0
0.00011894400000000002,-0.7638190165162086,0.00011894400000000002,0.0
0.00011941600000000002,-0.7839195169508457,0.00011941600000000002,-0.010050250217318535
0.00011988800000000003,-0.8040200173854828,0.00011988800000000003,0.0
0.00012036000000000002,-0.8241205178201199,0.00012036000000000002,0.0
0.00012083200000000002,-0.8442210182547569,0.00012083200000000002,0.0
0.00012130400000000003,-0.8542712684720755,0.00012130400000000003,-0.010050250217318535
0.00012177600000000002,-0.8743717689067125,0.00012177600000000002,-0.010050250217318535
0.000122248,-0.8944722693413496,0.000122248,-0.010050250217318535
0.00012272000000000002,-0.9145727697759867,0.00012272000000000002,-0.010050250217318535
0.00012319200000000002,-0.9346732702106237,0.00012319200000000002,-0.010050250217318535
0.00012366400000000003,-0.9547737706452608,0.00012366400000000003,0.0
0.00012413600000000003,-0.9648240208625793,0.00012413600000000003,-0.010050250217318535
0.00012460800000000004,-0.9849245212972164,0.00012460800000000004,-0.010050250217318535
0.00012508000000000002,-1.0050250217318535,0.00012508000000000002,0.0
0.00012555200000000002,-0.9849245212972164,0.00012555200000000002,-0.010050250217318535
0.00012602400000000003,-0.9648240208625793,0.00012602400000000003,0.0
0.00012649600000000003,-0.9447235204279423,0.00012649600000000003,0.0
0.00012696800000000004,-0.9246230199933052,0.00012696800000000004,-0.010050250217318535
0.00012744,-0.9045225195586681,0.00012744,-0.010050250217318535
0.00012791200000000002,-0.8944722693413496,0.00012791200000000002,0.0
0.00012838400000000002,-0.8743717689067125,0.00012838400000000002,0.0
0.00012885600000000003,-0.8542712684720755,0.00012885600000000003,0.0
0.00012932800000000003,-0.8341707680374384,0.00012932800000000003,0.0
0.00012980000000000004,-0.8241205178201199,0.00012980000000000004,-0.010050250217318535
0.00013027200000000002,-0.8040200173854828,0.00013027200000000002,-0.010050250217318535
0.00013074400000000002,-0.7738692667335272,0.00013074400000000002,0.0
0.00013121600000000003,-0.7638190165162086,0.00013121600000000003,-0.010050250217318535
0.00013168800000000003,-0.7437185160815716,0.00013168800000000003,0.0
0.00013216000000000004,-0.7236180156469345,0.00013216000000000004,-0.010050250217318535
0.00013263200000000001,-0.7035175152122974,0.00013263200000000001,-0.010050250217318535
0.00013310400000000002,-0.6834170147776604,0.00013310400000000002,0.0
0.00013357600000000002,-0.6733667645603418,0.00013357600000000002,-0.010050250217318535
0.00013404800000000003,-0.6532662641257048,0.00013404800000000003,0.0
0.00013452000000000003,-0.6231155134737492,0.00013452000000000003,0.0
0.000134992,-0.6130652632564306,0.000134992,-0.010050250217318535
0.00013546400000000002,-0.5929647628217936,0.00013546400000000002,-0.010050250217318535
0.00013593600000000002,-0.582914512604475,0.00013593600000000002,-0.02010050043463707
0.00013640800000000003,-0.5527637619525194,0.00013640800000000003,-0.010050250217318535
0.00013688000000000003,-0.5326632615178823,0.00013688000000000003,-0.010050250217318535
0.00013735200000000004,-0.5125627610832453,0.00013735200000000004,0.0
0.00013782400000000001,-0.5025125108659267,0.00013782400000000001,0.0
0.00013829600000000002,-0.4824120104312897,0.00013829600000000002,-0.010050250217318535
0.00013876800000000002,-0.47236176021397114,0.00013876800000000002,-0.010050250217318535
0.00013924000000000003,-0.44221100956201553,0.00013924000000000003,-0.010050250217318535
0.00013971200000000003,-0.42211050912737846,0.00013971200000000003,-0.010050250217318535
0.000140184,-0.4020100086927414,0.000140184,-0.010050250217318535
0.00014065600000000002,-0.3819095082581043,0.00014065600000000002,-0.010050250217318535
0.00014112800000000002,-0.3718592580407858,0.00014112800000000002,-0.010050250217318535
0.00014160000000000003,-0.3417085073888302,0.00014160000000000003,-0.02010050043463707
0.00014207200000000003,-0.33165825717151165,0.00014207200000000003,-0.010050250217318535
0.00014254400000000004,-0.3115577567368746,0.00014254400000000004,-0.010050250217318535
0.00014301600000000001,-0.2914572563022375,0.00014301600000000001,0.0
0.00014348800000000002,-0.2613065056502819,0.00014348800000000002,-0.010050250217318535
0.00014396000000000002,-0.25125625543296337,0.00014396000000000002,-0.010050250217318535
0.00014443200000000003,-0.2311557549983263,0.00014443200000000003,-0.010050250217318535
0.00014490400000000003,-0.21105525456368923,0.00014490400000000003,-0.010050250217318535
0.000145376,-0.2010050043463707,0.000145376,-0.010050250217318535
0.00014584800000000002,-0.18090450391173363,0.00014584800000000002,-0.010050250217318535
0.00014632000000000002,-0.15075375325977802,0.00014632000000000002,0.0
0.00014679200000000003,-0.1407035030424595,0.00014679200000000003,-0.010050250217318535
0.00014726400000000003,-0.12060300260782242,0.00014726400000000003,-0.010050250217318535
0.00014773600000000004,-0.10050250217318535,0.00014773600000000004,-0.010050250217318535
0.00014820800000000001,-0.08040200173854828,0.00014820800000000001,-0.010050250217318535
0.00014868000000000002,-0.06030150130391121,0.00014868000000000002,-0.010050250217318535
0.00014915200000000002,-0.04020100086927414,0.00014915200000000002,0.0
0.00014962400000000003,-0.02010050043463707,0.00014962400000000003,-0.010050250217318535
0.00015009600000000003,-0.010050250217318535,0.00015009600000000003,0.0
0.000150568,-0.010050250217318535,0.000150568,0.0
0.00015104000000000002,-0.010050250217318535,0.00015104000000000002,0.0
0.00015151200000000002,-0.010050250217318535,0.00015151200000000002,-0.010050250217318535
0.00015198400000000003,-0.010050250217318535,0.00015198400000000003,0.0
0.00015245600000000003,-0.010050250217318535,0.00015245600000000003,0.0
0.00015292800000000004,0.0,0.00015292800000000004,-0.010050250217318535
0.00015340000000000002,-0.010050250217318535,0.00015340000000000002,0.0
0.00015387200000000002,-0.010050250217318535,0.00015387200000000002,0.0
0.00015434400000000003,-0.010050250217318535,0.00015434400000000003,-0.010050250217318535
0.00015481600000000003,-0.010050250217318535,0.00015481600000000003,-0.010050250217318535
0.00015528800000000004,-0.010050250217318535,0.00015528800000000004,-0.010050250217318535
0.00015576,0.02010050043463707,0.00015576,-0.010050250217318535
0.00015623200000000002,0.04020100086927414,0.00015623200000000002,-0.010050250217318535
0.00015670400000000002,0.06030150130391121,0.00015670400000000002,-0.010050250217318535
0.00015717600000000003,0.08040200173854828,0.00015717600000000003,-0.010050250217318535
0.00015764800000000003,0.10050250217318535,0.00015764800000000003,-0.010050250217318535
0.00015812,0.12060300260782242,0.00015812,-0.010050250217318535
0.00015859200000000002,0.13065325282514095,0.00015859200000000002,-0.010050250217318535
0.00015906400000000002,0.1407035030424595,0.00015906400000000002,0.0
0.00015953600000000003,0.1708542536944151,0.00015953600000000003,-0.010050250217318535
0.00016000800000000003,0.19095475412905216,0.00016000800000000003,-0.010050250217318535
0.00016048000000000004,0.2010050043463707,0.00016048000000000004,-0.010050250217318535
0.000160952,0.2311557549983263,0.000160952,-0.010050250217318535
0.00016142400000000002,0.24120600521564484,0.00016142400000000002,-0.010050250217318535
0.00016189600000000002,0.27135675586760044,0.00016189600000000002,-0.010050250217318535
0.00016236800000000003,0.281407006084919,0.00016236800000000003,-0.010050250217318535
0.00016284000000000003,0.30150750651955605,0.00016284000000000003,0.0
0.000163312,0.3216080069541931,0.000163312,-0.010050250217318535
0.00016378400000000002,0.33165825717151165,0.00016378400000000002,0.0
0.00016425600000000002,0.36180900782346725,0.00016425600000000002,-0.010050250217318535
0.00016472800000000003,0.39195975847542286,0.00016472800000000003,-0.010050250217318535
0.00016520000000000003,0.4020100086927414,0.00016520000000000003,-0.010050250217318535
0.00016567200000000004,0.41206025891005993,0.00016567200000000004,-0.010050250217318535
0.00016614400000000001,0.432160759344697,0.00016614400000000001,-0.010050250217318535
0.00016661600000000002,0.45226125977933407,0.00016661600000000002,-0.010050250217318535
